player_name,team_name,match_no,tackles,recoveries,gk_saves
Timothy Castagne,Belgium,38,0,4,0
Timothy Castagne,Belgium,66,1,4,0
Timothy Castagne,Belgium,81,5,5,0
Timothy Castagne,Belgium,94,2,3,0
Timothy Castagne,Belgium,98,2,0,0
Tomás Araújo,Portugal,21,0,7,0
Tomas Chory,Czechia,2,0,0,0
Tomas Chory,Czechia,53,0,0,0
Tomas Holes,Czechia,25,0,4,0
Tomas Holes,Czechia,53,4,2,0
Tomás Rodríguez,Panama,47,0,1,0
Tomás Rodríguez,Panama,68,0,1,0
Tomas Soucek,Czechia,2,0,1,0
Tomas Soucek,Czechia,25,1,2,0
Tomas Soucek,Czechia,53,0,0,0
Tony Ralston,Scotland,30,0,0,0
Tony Ralston,Scotland,52,0,0,0
Torbjørn Heggem,Norway,18,1,2,0
Torbjørn Heggem,Norway,43,2,2,0
Torbjørn Heggem,Norway,77,1,1,0
Torbjørn Heggem,Norway,91,2,1,0
Torbjørn Heggem,Norway,99,2,2,0
Trevoh Chalobah,England,103,0,0,0
Tshepang Moremi,South Africa,54,1,1,0
Tshepang Moremi,South Africa,73,0,0,0
Tsuyoshi Watanabe,Japan,10,2,2,0
Tsuyoshi Watanabe,Japan,57,1,0,0
Tyler Adams,USA,4,2,3,0
Tyler Adams,USA,29,4,7,0
Tyler Adams,USA,82,1,5,0
Tyler Adams,USA,94,1,3,0
Tyler Bindon,New Zealand,16,1,1,0
Tyler Bindon,New Zealand,40,0,1,0
Tyler Bindon,New Zealand,66,1,3,0
Tyrese Noslin,Curaçao,55,0,0,0
Ugurcan Cakir,Turkiye,8,0,5,2
Ugurcan Cakir,Türkiye,32,0,4,1
Ugurcan Cakir,Türkiye,60,0,4,5
Unai Simón,Spain,13,0,11,1
Unai Simón,Spain,37,0,12,1
Unai Simón,Spain,64,0,15,2
Unai Simón,Spain,83,0,6,0
Unai Simón,Spain,93,0,13,2
Unai Simón,Spain,98,0,12,1
Unai Simón,Spain,101,0,10,3
Unai Simón,Spain,104,0,8,0
Utkir Yusupov,Uzbekistan,24,0,13,1
Valentín Barco,Argentina,72,1,2,0
Victor Lindelof,Sweden,12,1,2,0
Victor Lindelof,Sweden,33,0,2,0
Victor Lindelof,Sweden,57,0,1,0
Victor Lindelof,Sweden,78,1,2,0
Viktor Gyokeres,Sweden,12,0,5,0
Viktor Gyokeres,Sweden,33,1,0,0
Viktor Gyokeres,Sweden,57,0,3,0
Viktor Gyokeres,Sweden,78,1,1,0
Vinicius Junior,Brazil,6,1,4,0
Vinicius Junior,Brazil,31,0,1,0
Vinicius Junior,Brazil,52,1,1,0
Vinicius Junior,Brazil,74,0,1,0
Vinicius Junior,Brazil,91,1,1,0
Virgil van Dijk,Netherlands,10,0,0,0
Virgil van Dijk,Netherlands,33,0,4,0
Virgil van Dijk,Netherlands,58,1,3,0
Virgil van Dijk,Netherlands,76,1,2,0
Vitinha,Portugal,21,0,4,0
Vitinha,Portugal,45,0,3,0
Vitinha,Portugal,69,0,6,0
Vitinha,Portugal,84,2,4,0
Vitinha,Portugal,93,0,3,0
Vladimir Coufal,Czechia,2,0,2,0
Vladimir Coufal,Czechia,25,1,4,0
Vladimir Coufal,Czechia,53,0,3,0
Vladimir Darida,Czechia,25,1,5,0
Vozinha,Cape Verde,13,0,15,7
Vozinha,Cape Verde,39,0,9,0
Vozinha,Cape Verde,63,0,11,3
Vozinha,Cape Verde,87,0,12,8
Wagner Pina,Cape Verde,63,0,3,0
Waldemar Anton,Germany,9,2,1,0
Waldemar Anton,Germany,75,0,1,0
Warren Zaïre-Emery,France,97,0,1,0
Warren Zaïre-Emery,France,103,0,7,0
Weston McKennie,USA,4,0,1,0
Weston McKennie,USA,29,3,2,0
Weston McKennie,USA,60,2,6,0
Weston McKennie,USA,82,3,4,0
Weston McKennie,USA,94,0,4,0
Wilfried Singo,Ivory Coast,11,0,7,0
Wilfried Singo,Ivory Coast,34,1,4,0
William Saliba,France,17,0,2,0
William Saliba,France,42,1,3,0
William Saliba,France,78,1,5,0
William Saliba,France,90,0,5,0
William Saliba,France,97,0,2,0
William Saliba,France,101,0,0,0
Willian Pacho,Ecuador,11,1,9,0
Willian Pacho,Ecuador,35,2,4,0
Willian Pacho,Ecuador,56,1,5,0
Willian Pacho,Ecuador,79,1,2,0
Willy Semedo,Cape Verde,13,1,1,0
Willy Semedo,Cape Verde,63,0,3,0
Willy Semedo,Cape Verde,87,0,1,0
Wilson Isidor,Haiti,7,0,0,0
Wilson Isidor,Haiti,31,0,1,0
Wilson Isidor,Haiti,51,1,1,0
Wout Weghorst,Netherlands,76,1,0,0
Xaver Schlager,Austria,20,4,6,0
Xaver Schlager,Austria,41,2,6,0
Xaver Schlager,Austria,71,0,2,0
Xaver Schlager,Austria,83,0,2,0
Yahia Fofana,Ivory Coast,11,0,5,1
Yahia Fofana,Ivory Coast,34,0,13,5
Yahia Fofana,Ivory Coast,55,0,4,2
Yahia Fofana,Ivory Coast,77,0,4,1
Yaimar Medina,Ecuador,79,0,2,0
Yan Diomande,Ivory Coast,11,5,5,0
Yan Diomande,Ivory Coast,34,3,5,0
Yan Diomande,Ivory Coast,55,2,3,0
Yan Diomande,Ivory Coast,77,3,5,0
Yan Valery,Tunisia,12,0,2,0
Yan Valery,Tunisia,36,2,2,0
Yan Valery,Tunisia,58,1,1,0
Yang Hyun-Jun,South Korea,28,2,2,0
Yannick Semedo,Cape Verde,39,1,2,0
Yannick Semedo,Cape Verde,87,0,2,0
Yasin Ayari,Sweden,12,3,5,0
Yasin Ayari,Sweden,33,1,2,0
Yasin Ayari,Sweden,57,1,5,0
Yasin Ayari,Sweden,78,0,2,0
Yasser Ibrahim,Egypt,14,1,2,0
Yasser Ibrahim,Egypt,40,1,3,0
Yasser Ibrahim,Egypt,65,4,6,0
Yasser Ibrahim,Egypt,86,1,1,0
Yasser Ibrahim,Egypt,95,1,1,0
Yassin Fortune,Haiti,7,0,0,0
Yazan Al-Arab,Jordan,20,3,2,0
Yazan Al-Arab,Jordan,44,1,5,0
Yazan Al-Arab,Jordan,72,1,2,0
Yazeed Abu Laila,Jordan,20,0,2,1
Yazeed Abu Laila,Jordan,44,0,10,6
Yazeed Abu Laila,Jordan,72,0,6,1
Yéremy Pino,Spain,37,0,1,0
Yéremy Pino,Spain,64,0,0,0
Yerry Mina,Colombia,96,0,2,0
Yoane Wissa,DR Congo,21,1,2,0
Yoane Wissa,DR Congo,48,0,3,0
Yoane Wissa,DR Congo,70,0,3,0
Yoane Wissa,DR Congo,80,0,1,0
Yoel Bárcenas,Panama,23,0,5,0
Yoel Bárcenas,Panama,47,1,7,0
Yoel Bárcenas,Panama,68,1,3,0
Young-woo Seol,South Korea,2,1,1,0
Young-woo Seol,South Korea,28,0,5,0
Young-woo Seol,South Korea,54,1,4,0
Youri Tielemans,Belgium,14,1,4,0
Youri Tielemans,Belgium,38,2,5,0
Youri Tielemans,Belgium,66,0,4,0
Youri Tielemans,Belgium,81,1,6,0
Youri Tielemans,Belgium,94,3,6,0
Youssef Amyn,Iraq,42,1,1,0
Yuito Suzuki,Japan,36,1,1,0
Yukinari Sugawara,Japan,10,0,0,0
Yukinari Sugawara,Japan,36,0,1,0
Yukinari Sugawara,Japan,57,2,3,0
Yukinari Sugawara,Japan,74,1,0,0
Yunus Akgun,Turkiye,8,0,0,0
Yunus Akgun,Türkiye,32,0,3,0
Yusuf Abdurisag,Qatar,5,3,3,0
Yusuf Abdurisag,Qatar,27,1,3,0
Yuto Nagatomo,Japan,57,0,0,0
Zaid Ismail,Iraq,18,5,4,0
Zaid Ismail,Iraq,42,2,5,0
Zaid Tahseen,Iraq,18,0,2,0
Zaid Tahseen,Iraq,42,1,2,0
Zakaria El Ouahdi,Morocco,97,0,0,0
Zeki Amdouni,Switzerland,5,1,0,0
Zeki Amdouni,Switzerland,85,1,0,0
Zeki Amdouni,Switzerland,96,0,1,0
Zeki Amdouni,Switzerland,100,0,1,0
Zeki Celik,Turkiye,8,1,4,0
Zeki Celik,Türkiye,60,4,5,0
Zidane Iqbal,Iraq,18,0,0,0
Zidane Iqbal,Iraq,42,3,5,0
Zidane Iqbal,Iraq,62,1,3,0
Zineddine Belaid,Algeria,44,1,1,0
Zineddine Belaid,Algeria,71,0,0,0
Zion Suzuki,Japan,10,0,7,4
Zion Suzuki,Japan,36,0,4,0
Zion Suzuki,Japan,57,0,5,4
Zion Suzuki,Japan,74,0,12,4
Zizo,Egypt,14,0,0,0
Zizo,Egypt,40,0,1,0
Zizo,Egypt,65,1,0,0
Zizo,Egypt,95,0,0,0
